issue_id,process_id,product_id,step_id,issue_type,issue_desc,root_cause,solution,impact_level,occurrence_time,resolution_time
PROD0042_V2_STEP007_ISSUE,PROD0042_V2,PROD0042,PROD0042_V2_STEP007,延迟,估值数据准备环节执行延迟，超出计划时间-70分钟,人员协调问题,加强协作机制,中,2023-10-17 16:09:29,2023-10-17 16:34:27
PROD0043_V1_STEP001_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP001,错误,交易指令接收环节出现数据错误，需要重新处理,数据源错误,修正数据源,低,2023-11-24 09:12:20,2023-11-24 09:24:40
PROD0043_V1_STEP002_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP002,系统问题,交易执行环节系统问题,流程设计问题,修复系统,中,2023-11-24 10:01:42,2023-11-24 10:38:44
PROD0043_V1_STEP005_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP005,错误,清算处理环节出现数据错误，需要重新处理,系统bug,修正数据源,中,2023-11-24 13:49:30,2023-11-24 15:03:56
PROD0043_V1_STEP007_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP007,遗漏,估值数据准备环节遗漏关键步骤或数据,人员疏忽,加强培训,高,2023-11-24 16:32:13,2023-11-24 17:09:56
PROD0043_V1_STEP009_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP009,错误,托管行估值核对环节出现数据错误，需要重新处理,计算公式错误,修正数据源,中,2023-11-24 19:54:05,2023-11-24 20:48:23
PROD0043_V1_STEP011_ISSUE,PROD0043_V1,PROD0043,PROD0043_V1_STEP011,协作问题,信息披露准备环节协作问题,协作问题,修复系统,高,2023-11-24 21:51:37,2023-11-24 22:28:57
PROD0044_V1_STEP002_ISSUE,PROD0044_V1,PROD0044,PROD0044_V1_STEP002,系统问题,交易执行环节系统问题,人员问题,修复系统,中,2023-10-22 10:03:03,2023-10-22 10:34:44
PROD0044_V1_STEP006_ISSUE,PROD0044_V1,PROD0044,PROD0044_V1_STEP006,系统问题,托管行估值核对环节系统问题,协作问题,加强培训,低,2023-10-22 15:28:47,2023-10-22 16:04:18
PROD0045_V1_STEP005_ISSUE,PROD0045_V1,PROD0045,PROD0045_V1_STEP005,延迟,托管行核对环节执行延迟，超出计划时间-16分钟,系统响应慢,调整时间安排,低,2023-11-18 11:25:26,2023-11-18 11:47:25
PROD0046_V1_STEP004_ISSUE,PROD0046_V1,PROD0046,PROD0046_V1_STEP004,延迟,清算数据接收环节执行延迟，超出计划时间-30分钟,数据准备不及时,加强协作机制,低,2024-01-01 12:02:39,2024-01-01 12:47:32
PROD0046_V1_STEP007_ISSUE,PROD0046_V1,PROD0046,PROD0046_V1_STEP007,协作问题,估值数据准备环节协作问题,系统问题,改进协作,中,2024-01-01 15:43:26,2024-01-01 15:58:03
PROD0047_V1_STEP006_ISSUE,PROD0047_V1,PROD0047,PROD0047_V1_STEP006,协作问题,托管行估值核对环节协作问题,协作问题,加强培训,高,2023-07-22 16:58:53,2023-07-22 17:33:42
PROD0047_V2_STEP003_ISSUE,PROD0047_V2,PROD0047,PROD0047_V2_STEP003,延迟,清算处理环节执行延迟，超出计划时间6分钟,数据准备不及时,调整时间安排,中,2023-10-25 11:45:53,2023-10-25 12:48:41
PROD0048_V1_STEP001_ISSUE,PROD0048_V1,PROD0048,PROD0048_V1_STEP001,系统问题,交易指令接收环节系统问题,系统问题,修复系统,低,2023-12-07 09:21:13,2023-12-07 09:42:27
PROD0048_V1_STEP004_ISSUE,PROD0048_V1,PROD0048,PROD0048_V1_STEP004,延迟,清算数据接收环节执行延迟，超出计划时间-52分钟,数据准备不及时,加强协作机制,高,2023-12-07 11:51:04,2023-12-07 12:24:51
PROD0048_V1_STEP012_ISSUE,PROD0048_V1,PROD0048,PROD0048_V1_STEP012,错误,信息披露审核环节出现数据错误，需要重新处理,系统bug,修复系统,低,2023-12-07 23:25:34,2023-12-07 23:52:31
PROD0049_V1_STEP001_ISSUE,PROD0049_V1,PROD0049,PROD0049_V1_STEP001,延迟,交易指令接收环节执行延迟，超出计划时间-26分钟,人员协调问题,调整时间安排,高,2023-01-16 09:17:10,2023-01-16 09:34:20
PROD0049_V1_STEP009_ISSUE,PROD0049_V1,PROD0049,PROD0049_V1_STEP009,数据问题,托管行估值核对环节数据问题,协作问题,优化流程,高,2023-01-16 18:46:41,2023-01-16 19:18:59
PROD0050_V1_STEP004_ISSUE,PROD0050_V1,PROD0050,PROD0050_V1_STEP004,延迟,清算数据接收环节执行延迟，超出计划时间-66分钟,数据准备不及时,调整时间安排,中,2023-11-16 11:26:30,2023-11-16 11:53:40
PROD0050_V2_STEP002_ISSUE,PROD0050_V2,PROD0050,PROD0050_V2_STEP002,协作问题,交易执行环节协作问题,协作问题,优化流程,中,2023-03-24 10:12:35,2023-03-24 10:52:59
